flow rate(l/min),Pressure_ci,Pressure_hi,coldfluid_Pd,hotfluid_Pd,Ci_temp,co_temp,hi_temp,ho_temp,Density,HT_Coefficient
726.0, 0.3628, 0.3228, 39.28, 35.28, 312.03, 359.95, 367.58, 316.48, 913.38, 0.9251510357504777
727.0, 0.3634, 0.3234, 39.34, 35.34, 312.02, 359.94, 367.57, 316.47, 913.39, 0.9251510357504777
728.0, 0.364, 0.324, 39.4, 35.4, 312.01, 359.93, 367.56, 316.46, 913.4, 0.9251510357504777
729.0, 0.3646, 0.3246, 39.46, 35.46, 312.0, 359.92, 367.55, 316.45, 913.41, 0.9251510357504777
730.0, 0.3652, 0.3252, 39.52, 35.52, 311.99, 359.91, 367.54, 316.44, 913.42, 0.9266567912620671
731.0, 0.3658, 0.3258, 39.58, 35.58, 311.98, 359.9, 367.53, 316.43, 913.43, 0.9266567912620671
732.0, 0.3664, 0.3264, 39.64, 35.64, 311.97, 359.89, 367.52, 316.42, 913.44, 0.9266567912620671
733.0, 0.36700000000000005, 0.327, 39.7, 35.7, 311.96, 359.88, 367.51, 316.41, 913.45, 0.9266567912620671
734.0, 0.3676, 0.3276, 39.76, 35.76, 311.95, 359.87, 367.5, 316.4, 913.46, 0.9266567912620671
735.0, 0.3682, 0.3282, 39.82, 35.82, 311.94, 359.86, 367.49, 316.39, 913.47, 0.9266567912620671
736.0, 0.3688, 0.3288, 39.88, 35.88, 311.93, 359.85, 367.48, 316.38, 913.48, 0.9266567912620671
737.0, 0.3694, 0.3294, 39.94, 35.94, 311.92, 359.84, 367.47, 316.37, 913.49, 0.9266567912620671
738.0, 0.37, 0.33, 40.0, 36.0, 311.91, 359.83, 367.46, 316.36, 913.5, 0.9266567912620671
739.0, 0.3706, 0.3306, 40.06, 36.06, 311.9, 359.82, 367.45, 316.35, 913.51, 0.9266567912620671
740.0, 0.3712, 0.3312, 40.12, 36.12, 311.89, 359.81, 367.44, 316.34, 913.52, 0.9266567912620671
741.0, 0.3718, 0.3318, 40.18, 36.18, 311.88, 359.8, 367.43, 316.33, 913.53, 0.9266567912620671
742.0, 0.3724, 0.3324, 40.24, 36.24, 311.87, 359.79, 367.42, 316.32, 913.54, 0.9266567912620671
743.0, 0.373, 0.33299999999999996, 40.3, 36.3, 311.86, 359.78, 367.41, 316.31, 913.55, 0.9266567912620671
744.0, 0.3736, 0.3336, 40.36, 36.36, 311.85, 359.77, 367.4, 316.3, 913.56, 0.9266567912620671
745.0, 0.3742, 0.3342, 40.42, 36.42, 311.84, 359.76, 367.39, 316.29, 913.57, 0.9266567912620671
746.0, 0.3748, 0.3348, 40.48, 36.48, 311.83, 359.75, 367.38, 316.28, 913.58, 0.9266567912620671
747.0, 0.3754, 0.3354, 40.54, 36.54, 311.82, 359.74, 367.37, 316.27, 913.59, 0.9266567912620671
748.0, 0.376, 0.336, 40.6, 36.6, 311.81, 359.73, 367.36, 316.26, 913.6, 0.9266567912620671
749.0, 0.3766, 0.3366, 40.66, 36.66, 311.8, 359.72, 367.35, 316.25, 913.61, 0.9266567912620671
750.0, 0.3772, 0.3372, 40.72, 36.72, 311.79, 359.71, 367.34, 316.24, 913.62, 0.9266567912620671
751.0, 0.3778, 0.3378, 40.78, 36.78, 311.78, 359.7, 367.33, 316.23, 913.63, 0.9266567912620671
752.0, 0.3784, 0.3384, 40.84, 36.84, 311.77, 359.69, 367.32, 316.22, 913.64, 0.9266567912620671
753.0, 0.379, 0.33899999999999997, 40.9, 36.9, 311.76, 359.68, 367.31, 316.21, 913.65, 0.9266567912620671
754.0, 0.3796, 0.3396, 40.96, 36.96, 311.75, 359.67, 367.3, 316.2, 913.66, 0.9266567912620671
755.0, 0.3802, 0.3402, 41.02, 37.02, 311.74, 359.66, 367.29, 316.19, 913.67, 0.9266567912620671
756.0, 0.3808, 0.3408, 41.08, 37.08, 311.73, 359.65, 367.28, 316.18, 913.68, 0.9266567912620671
757.0, 0.3814, 0.3414, 41.14, 37.14, 311.72, 359.64, 367.27, 316.17, 913.69, 0.9266567912620671
758.0, 0.382, 0.342, 41.2, 37.2, 311.71, 359.63, 367.26, 316.16, 913.7, 0.9266567912620671
759.0, 0.3826, 0.3426, 41.26, 37.26, 311.7, 359.62, 367.25, 316.15, 913.71, 0.9266567912620671
760.0, 0.3832, 0.3432, 41.32, 37.32, 311.69, 359.61, 367.24, 316.14, 913.72, 0.9266567912620671
761.0, 0.3838, 0.3438, 41.38, 37.38, 311.68, 359.6, 367.23, 316.13, 913.73, 0.9266567912620671
762.0, 0.3844, 0.3444, 41.44, 37.44, 311.67, 359.59, 367.22, 316.12, 913.74, 0.9266567912620671
763.0, 0.385, 0.345, 41.5, 37.5, 311.66, 359.58, 367.21, 316.11, 913.75, 0.9266567912620671
764.0, 0.3856, 0.3456, 41.56, 37.56, 311.65, 359.57, 367.2, 316.1, 913.76, 0.9266567912620671
765.0, 0.3862, 0.3462, 41.62, 37.62, 311.64, 359.56, 367.19, 316.09, 913.77, 0.9266567912620671
766.0, 0.3868, 0.3468, 41.68, 37.68, 311.63, 359.55, 367.18, 316.08, 913.78, 0.9266567912620671
767.0, 0.3874, 0.3474, 41.74, 37.74, 311.62, 359.54, 367.17, 316.07, 913.79, 0.9266567912620671
768.0, 0.38799999999999996, 0.348, 41.8, 37.8, 311.61, 359.53, 367.16, 316.06, 913.8, 0.9266567912620671
769.0, 0.3886, 0.3486, 41.86, 37.86, 311.6, 359.52, 367.15, 316.05, 913.81, 0.9266567912620671
770.0, 0.3892, 0.3492, 41.92, 37.92, 311.59, 359.51, 367.14, 316.04, 913.82, 0.9266567912620671
771.0, 0.3898, 0.3498, 41.98, 37.98, 311.58, 359.5, 367.13, 316.03, 913.83, 0.9266567912620671
772.0, 0.3904, 0.3504, 42.04, 38.04, 311.57, 359.49, 367.12, 316.02, 913.84, 0.9266567912620671
773.0, 0.391, 0.35100000000000003, 42.1, 38.1, 311.56, 359.48, 367.11, 316.01, 913.85, 0.9266567912620671
774.0, 0.3916, 0.3516, 42.16, 38.16, 311.55, 359.47, 367.1, 316.0, 913.86, 0.9266567912620671
775.0, 0.3922, 0.3522, 42.22, 38.22, 311.54, 359.46, 367.09, 315.99, 913.87, 0.9266567912620671
776.0, 0.3928, 0.3528, 42.28, 38.28, 311.53, 359.45, 367.08, 315.98, 913.88, 0.9266567912620671
777.0, 0.3934, 0.3534, 42.34, 38.34, 311.52, 359.44, 367.07, 315.97, 913.89, 0.9266567912620671
778.0, 0.39399999999999996, 0.354, 42.4, 38.4, 311.51, 359.43, 367.06, 315.96, 913.9, 0.9266567912620671
779.0, 0.3946, 0.3546, 42.46, 38.46, 311.5, 359.42, 367.05, 315.95, 913.91, 0.9266567912620671
780.0, 0.3952, 0.3552, 42.52, 38.52, 311.49, 359.41, 367.04, 315.94, 913.92, 0.9266567912620671
781.0, 0.3958, 0.3558, 42.58, 38.58, 311.48, 359.4, 367.03, 315.93, 913.93, 0.9266567912620671
782.0, 0.3964, 0.3564, 42.64, 38.64, 311.47, 359.39, 367.02, 315.92, 913.94, 0.9266567912620671
783.0, 0.397, 0.35700000000000004, 42.7, 38.7, 311.46, 359.38, 367.01, 315.91, 913.95, 0.9266567912620671
784.0, 0.3976, 0.3576, 42.76, 38.76, 311.45, 359.37, 367.0, 315.9, 913.96, 0.9266567912620671
785.0, 0.3982, 0.3582, 42.82, 38.82, 311.44, 359.36, 366.99, 315.89, 913.97, 0.9266567912620671
786.0, 0.3988, 0.3588, 42.88, 38.88, 311.43, 359.35, 366.98, 315.88, 913.98, 0.9266567912620671
787.0, 0.3994, 0.3594, 42.94, 38.94, 311.42, 359.34, 366.97, 315.87, 913.99, 0.9266567912620671
788.0, 0.4, 0.36, 43.0, 39.0, 311.41, 359.33, 366.96, 315.86, 914.0, 0.9266567912620671
789.0, 0.4006, 0.3606, 43.06, 39.06, 311.4, 359.32, 366.95, 315.85, 914.01, 0.9266567912620671
790.0, 0.4012, 0.3612, 43.12, 39.12, 311.39, 359.31, 366.94, 315.84, 914.02, 0.9266567912620671
791.0, 0.4018, 0.3618, 43.18, 39.18, 311.38, 359.3, 366.93, 315.83, 914.03, 0.9266567912620671
792.0, 0.4024, 0.3624, 43.24, 39.24, 311.37, 359.29, 366.92, 315.82, 914.04, 0.9266567912620671
793.0, 0.40299999999999997, 0.363, 43.3, 39.3, 311.36, 359.28, 366.91, 315.81, 914.05, 0.9266567912620671
794.0, 0.4036, 0.3636, 43.36, 39.36, 311.35, 359.27, 366.9, 315.8, 914.06, 0.9266567912620671
795.0, 0.4042, 0.3642, 43.42, 39.42, 311.34, 359.26, 366.89, 315.79, 914.07, 0.9266567912620671
796.0, 0.4048, 0.3648, 43.48, 39.48, 311.33, 359.25, 366.88, 315.78, 914.08, 0.9266567912620671
797.0, 0.4054, 0.3654, 43.54, 39.54, 311.32, 359.24, 366.87, 315.77, 914.09, 0.9266567912620671
798.0, 0.406, 0.366, 43.6, 39.6, 311.31, 359.23, 366.86, 315.76, 914.1, 0.9266567912620671
799.0, 0.4066, 0.3666, 43.66, 39.66, 311.3, 359.22, 366.85, 315.75, 914.11, 0.9266567912620671
800.0, 0.4072, 0.3672, 43.72, 39.72, 311.29, 359.21, 366.84, 315.74, 914.12, 0.9266567912620671
801.0, 0.4078, 0.3678, 43.78, 39.78, 311.28, 359.2, 366.83, 315.73, 914.13, 0.9266567912620671
802.0, 0.4084, 0.3684, 43.84, 39.84, 311.27, 359.19, 366.82, 315.72, 914.14, 0.9266567912620671
803.0, 0.409, 0.369, 43.9, 39.9, 311.26, 359.18, 366.81, 315.71, 914.15, 0.9266567912620671
804.0, 0.4096, 0.3696, 43.96, 39.96, 311.25, 359.17, 366.8, 315.7, 914.16, 0.9266567912620671
805.0, 0.4102, 0.3702, 44.02, 40.02, 311.24, 359.16, 366.79, 315.69, 914.17, 0.9266567912620671
806.0, 0.4108, 0.3708, 44.08, 40.08, 311.23, 359.15, 366.78, 315.68, 914.18, 0.9266567912620671
807.0, 0.4114, 0.3714, 44.14, 40.14, 311.22, 359.14, 366.77, 315.67, 914.19, 0.9266567912620671
808.0, 0.41200000000000003, 0.37200000000000005, 44.2, 40.2, 311.21, 359.13, 366.76, 315.66, 914.2, 0.9266567912620671
809.0, 0.4126, 0.3726, 44.26, 40.26, 311.2, 359.12, 366.75, 315.65, 914.21, 0.9266567912620671
810.0, 0.4132, 0.3732, 44.32, 40.32, 311.19, 359.11, 366.74, 315.64, 914.22, 0.9266567912620671
811.0, 0.4138, 0.3738, 44.38, 40.38, 311.18, 359.1, 366.73, 315.63, 914.23, 0.9266567912620671
812.0, 0.4144, 0.3744, 44.44, 40.44, 311.17, 359.09, 366.72, 315.62, 914.24, 0.9266567912620671
813.0, 0.415, 0.375, 44.5, 40.5, 311.16, 359.08, 366.71, 315.61, 914.25, 0.9266567912620671
814.0, 0.4156, 0.3756, 44.56, 40.56, 311.15, 359.07, 366.7, 315.6, 914.26, 0.9266567912620671
815.0, 0.4162, 0.3762, 44.62, 40.62, 311.14, 359.06, 366.69, 315.59, 914.27, 0.9266567912620671
816.0, 0.4168, 0.3768, 44.68, 40.68, 311.13, 359.05, 366.68, 315.58, 914.28, 0.9266567912620671
817.0, 0.4174, 0.3774, 44.74, 40.74, 311.12, 359.04, 366.67, 315.57, 914.29, 0.9266567912620671
818.0, 0.418, 0.37799999999999995, 44.8, 40.8, 311.11, 359.03, 366.66, 315.56, 914.3, 0.9266567912620671
819.0, 0.4186, 0.3786, 44.86, 40.86, 311.1, 359.02, 366.65, 315.55, 914.31, 0.9266567912620671
820.0, 0.4192, 0.3792, 44.92, 40.92, 311.09, 359.01, 366.64, 315.54, 914.32, 0.9266567912620671
821.0, 0.4198, 0.3798, 44.98, 40.98, 311.08, 359.0, 366.63, 315.53, 914.33, 0.9266567912620671
822.0, 0.4204, 0.3804, 45.04, 41.04, 311.07, 358.99, 366.62, 315.52, 914.34, 0.9266567912620671
823.0, 0.42100000000000004, 0.381, 45.1, 41.1, 311.06, 358.98, 366.61, 315.51, 914.35, 0.9266567912620671
824.0, 0.4216, 0.3816, 45.16, 41.16, 311.05, 358.97, 366.6, 315.5, 914.36, 0.9266567912620671
825.0, 0.4222, 0.3822, 45.22, 41.22, 311.04, 358.96, 366.59, 315.49, 914.37, 0.9266567912620671
826.0, 0.4228, 0.3828, 45.28, 41.28, 311.03, 358.95, 366.58, 315.48, 914.38, 0.9266567912620671
827.0, 0.4234, 0.3834, 45.34, 41.34, 311.02, 358.94, 366.57, 315.47, 914.39, 0.9266567912620671
828.0, 0.424, 0.384, 45.4, 41.4, 311.01, 358.93, 366.56, 315.46, 914.4, 0.9266567912620671
829.0, 0.4246, 0.3846, 45.46, 41.46, 311.0, 358.92, 366.55, 315.45, 914.41, 0.9266567912620671
830.0, 0.4252, 0.3852, 45.52, 41.52, 310.99, 358.91, 366.54, 315.44, 914.42, 0.9266567912620671
831.0, 0.4258, 0.3858, 45.58, 41.58, 310.98, 358.9, 366.53, 315.43, 914.43, 0.9266567912620671
832.0, 0.4264, 0.3864, 45.64, 41.64, 310.97, 358.89, 366.52, 315.42, 914.44, 0.9266567912620671
833.0, 0.42700000000000005, 0.387, 45.7, 41.7, 310.96, 358.88, 366.51, 315.41, 914.45, 0.9266567912620671
834.0, 0.4276, 0.3876, 45.76, 41.76, 310.95, 358.87, 366.5, 315.4, 914.46, 0.9266567912620671
835.0, 0.4282, 0.3882, 45.82, 41.82, 310.94, 358.86, 366.49, 315.39, 914.47, 0.9266567912620671
836.0, 0.4288, 0.3888, 45.88, 41.88, 310.93, 358.85, 366.48, 315.38, 914.48, 0.9266567912620671
837.0, 0.4294, 0.3894, 45.94, 41.94, 310.92, 358.84, 366.47, 315.37, 914.49, 0.9266567912620671
650.0, 0.32, 0.26, 40.0, 35.0, 314.16, 360.74, 368.72, 318.08, 912.0, 0.9299999999999995
651.0, 0.3206, 0.2606, 40.06, 35.06, 314.15, 360.73, 368.71, 318.07, 912.01, 0.9299999999999995
652.0, 0.3212, 0.2612, 40.12, 35.12, 314.14, 360.72, 368.7, 318.06, 912.02, 0.9299999999999995
653.0, 0.3218, 0.2618, 40.18, 35.18, 314.13, 360.71, 368.69, 318.05, 912.03, 0.9299999999999995
654.0, 0.3224, 0.2624, 40.24, 35.24, 314.12, 360.7, 368.68, 318.04, 912.04, 0.9299999999999995
655.0, 0.32299999999999995, 0.263, 40.3, 35.3, 314.11, 360.69, 368.67, 318.03, 912.05, 0.9299999999999995
656.0, 0.3236, 0.2636, 40.36, 35.36, 314.1, 360.68, 368.66, 318.02, 912.06, 0.9299999999999995
657.0, 0.3242, 0.2642, 40.42, 35.42, 314.09, 360.67, 368.65, 318.01, 912.07, 0.9299999999999995
658.0, 0.3248, 0.2648, 40.48, 35.48, 314.08, 360.66, 368.64, 318.0, 912.08, 0.9299999999999995
659.0, 0.3254, 0.2654, 40.54, 35.54, 314.07, 360.65, 368.63, 317.99, 912.09, 0.9299999999999995
660.0, 0.326, 0.266, 40.6, 35.6, 314.06, 360.64, 368.62, 317.98, 912.1, 0.9299999999999995
661.0, 0.3266, 0.2666, 40.66, 35.66, 314.05, 360.63, 368.61, 317.97, 912.11, 0.9299999999999995
662.0, 0.3272, 0.2672, 40.72, 35.72, 314.04, 360.62, 368.6, 317.96, 912.12, 0.9299999999999995
663.0, 0.3278, 0.2678, 40.78, 35.78, 314.03, 360.61, 368.59, 317.95, 912.13, 0.9299999999999995
664.0, 0.3284, 0.2684, 40.84, 35.84, 314.02, 360.6, 368.58, 317.94, 912.14, 0.9299999999999995
665.0, 0.32899999999999996, 0.26899999999999996, 40.9, 35.9, 314.01, 360.59, 368.57, 317.93, 912.15, 0.9299999999999995
666.0, 0.3296, 0.2696, 40.96, 35.96, 314.0, 360.58, 368.56, 317.92, 912.16, 0.9299999999999995
667.0, 0.3302, 0.2702, 41.02, 36.02, 313.99, 360.57, 368.55, 317.91, 912.17, 0.9266567912620671
668.0, 0.3308, 0.2708, 41.08, 36.08, 313.98, 360.56, 368.54, 317.9, 912.18, 0.9266567912620671
669.0, 0.3314, 0.2714, 41.14, 36.14, 313.97, 360.55, 368.53, 317.89, 912.19, 0.9266567912620671
670.0, 0.332, 0.272, 41.2, 36.2, 313.96, 360.54, 368.52, 317.88, 912.2, 0.9266567912620671
671.0, 0.3326, 0.2726, 41.26, 36.26, 313.95, 360.53, 368.51, 317.87, 912.21, 0.9266567912620671
672.0, 0.3332, 0.2732, 41.32, 36.32, 313.94, 360.52, 368.5, 317.86, 912.22, 0.9266567912620671
673.0, 0.3338, 0.2738, 41.38, 36.38, 313.93, 360.51, 368.49, 317.85, 912.23, 0.9266567912620671
674.0, 0.3344, 0.2744, 41.44, 36.44, 313.92, 360.5, 368.48, 317.84, 912.24, 0.9266567912620671
675.0, 0.335, 0.275, 41.5, 36.5, 313.91, 360.49, 368.47, 317.83, 912.25, 0.9266567912620671
676.0, 0.3356, 0.2756, 41.56, 36.56, 313.9, 360.48, 368.46, 317.82, 912.26, 0.9266567912620671
677.0, 0.3362, 0.2762, 41.62, 36.62, 313.89, 360.47, 368.45, 317.81, 912.27, 0.9266567912620671
678.0, 0.3368, 0.2768, 41.68, 36.68, 313.88, 360.46, 368.44, 317.8, 912.28, 0.9266567912620671
679.0, 0.3374, 0.2774, 41.74, 36.74, 313.87, 360.45, 368.43, 317.79, 912.29, 0.9266567912620671
680.0, 0.33799999999999997, 0.278, 41.8, 36.8, 313.86, 360.44, 368.42, 317.78, 912.3, 0.9266567912620671
681.0, 0.3386, 0.2786, 41.86, 36.86, 313.85, 360.43, 368.41, 317.77, 912.31, 0.9266567912620671
682.0, 0.3392, 0.2792, 41.92, 36.92, 313.84, 360.42, 368.4, 317.76, 912.32, 0.9266567912620671
683.0, 0.3398, 0.2798, 41.98, 36.98, 313.83, 360.41, 368.39, 317.75, 912.33, 0.9266567912620671
684.0, 0.3404, 0.2804, 42.04, 37.04, 313.82, 360.4, 368.38, 317.74, 912.34, 0.9266567912620671
685.0, 0.341, 0.281, 42.1, 37.1, 313.81, 360.39, 368.37, 317.73, 912.35, 0.9266567912620671
686.0, 0.3416, 0.2816, 42.16, 37.16, 313.8, 360.38, 368.36, 317.72, 912.36, 0.9266567912620671
687.0, 0.3422, 0.2822, 42.22, 37.22, 313.79, 360.37, 368.35, 317.71, 912.37, 0.9266567912620671
688.0, 0.3428, 0.2828, 42.28, 37.28, 313.78, 360.36, 368.34, 317.7, 912.38, 0.9266567912620671
689.0, 0.3434, 0.2834, 42.34, 37.34, 313.77, 360.35, 368.33, 317.69, 912.39, 0.9266567912620671
690.0, 0.344, 0.284, 42.4, 37.4, 313.76, 360.34, 368.32, 317.68, 912.4, 0.9266567912620671
691.0, 0.3446, 0.2846, 42.46, 37.46, 313.75, 360.33, 368.31, 317.67, 912.41, 0.9266567912620671
692.0, 0.3452, 0.2852, 42.52, 37.52, 313.74, 360.32, 368.3, 317.66, 912.42, 0.9266567912620671
693.0, 0.3458, 0.2858, 42.58, 37.58, 313.73, 360.31, 368.29, 317.65, 912.43, 0.9266567912620671
694.0, 0.3464, 0.2864, 42.64, 37.64, 313.72, 360.3, 368.28, 317.64, 912.44, 0.9266567912620671
695.0, 0.34700000000000003, 0.287, 42.7, 37.7, 313.71, 360.29, 368.27, 317.63, 912.45, 0.9266567912620671
696.0, 0.3476, 0.2876, 42.76, 37.76, 313.7, 360.28, 368.26, 317.62, 912.46, 0.9266567912620671
697.0, 0.3482, 0.2882, 42.82, 37.82, 313.69, 360.27, 368.25, 317.61, 912.47, 0.9266567912620671
698.0, 0.3488, 0.2888, 42.88, 37.88, 313.68, 360.26, 368.24, 317.6, 912.48, 0.9266567912620671
699.0, 0.3494, 0.2894, 42.94, 37.94, 313.67, 360.25, 368.23, 317.59, 912.49, 0.9266567912620671
700.0, 0.35, 0.29, 43.0, 38.0, 313.66, 360.24, 368.22, 317.58, 912.5, 0.9266567912620671
701.0, 0.3506, 0.2906, 43.06, 38.06, 313.65, 360.23, 368.21, 317.57, 912.51, 0.9266567912620671
702.0, 0.3512, 0.2912, 43.12, 38.12, 313.64, 360.22, 368.2, 317.56, 912.52, 0.9266567912620671
703.0, 0.3518, 0.2918, 43.18, 38.18, 313.63, 360.21, 368.19, 317.55, 912.53, 0.9266567912620671
704.0, 0.3524, 0.2924, 43.24, 38.24, 313.62, 360.2, 368.18, 317.54, 912.54, 0.9266567912620671
705.0, 0.353, 0.293, 43.3, 38.3, 313.61, 360.19, 368.17, 317.53, 912.55, 0.9266567912620671
706.0, 0.3536, 0.2936, 43.36, 38.36, 313.6, 360.18, 368.16, 317.52, 912.56, 0.9266567912620671
707.0, 0.3542, 0.2942, 43.42, 38.42, 313.59, 360.17, 368.15, 317.51, 912.57, 0.9266567912620671
708.0, 0.3548, 0.2948, 43.48, 38.48, 313.58, 360.16, 368.14, 317.5, 912.58, 0.9266567912620671
709.0, 0.3554, 0.2954, 43.54, 38.54, 313.57, 360.15, 368.13, 317.49, 912.59, 0.9266567912620671
710.0, 0.35600000000000004, 0.29600000000000004, 43.6, 38.6, 313.56, 360.14, 368.12, 317.48, 912.6, 0.9266567912620671
711.0, 0.3566, 0.2966, 43.66, 38.66, 313.55, 360.13, 368.11, 317.47, 912.61, 0.9266567912620671
712.0, 0.3572, 0.2972, 43.72, 38.72, 313.54, 360.12, 368.1, 317.46, 912.62, 0.9266567912620671
713.0, 0.3578, 0.2978, 43.78, 38.78, 313.53, 360.11, 368.09, 317.45, 912.63, 0.9266567912620671
714.0, 0.3584, 0.2984, 43.84, 38.84, 313.52, 360.1, 368.08, 317.44, 912.64, 0.9266567912620671
715.0, 0.359, 0.299, 43.9, 38.9, 313.51, 360.09, 368.07, 317.43, 912.65, 0.9266567912620671
716.0, 0.3596, 0.2996, 43.96, 38.96, 313.5, 360.08, 368.06, 317.42, 912.66, 0.9266567912620671
717.0, 0.3602, 0.3002, 44.02, 39.02, 313.49, 360.07, 368.05, 317.41, 912.67, 0.9266567912620671
718.0, 0.3608, 0.3008, 44.08, 39.08, 313.48, 360.06, 368.04, 317.4, 912.68, 0.9266567912620671
719.0, 0.3614, 0.3014, 44.14, 39.14, 313.47, 360.05, 368.03, 317.39, 912.69, 0.9266567912620671
720.0, 0.36200000000000004, 0.302, 44.2, 39.2, 313.46, 360.04, 368.02, 317.38, 912.7, 0.9266567912620671
721.0, 0.3626, 0.3026, 44.26, 39.26, 313.45, 360.03, 368.01, 317.37, 912.71, 0.9266567912620671
722.0, 0.3632, 0.3032, 44.32, 39.32, 313.44, 360.02, 368.0, 317.36, 912.72, 0.9266567912620671
723.0, 0.3638, 0.3038, 44.38, 39.38, 313.43, 360.01, 367.99, 317.35, 912.73, 0.9266567912620671
724.0, 0.3644, 0.3044, 44.44, 39.44, 313.42, 360.0, 367.98, 317.34, 912.74, 0.9266567912620671
725.0, 0.365, 0.305, 44.5, 39.5, 313.41, 359.99, 367.97, 317.33, 912.75, 0.9266567912620671
726.0, 0.3656, 0.3056, 44.56, 39.56, 313.4, 359.98, 367.96, 317.32, 912.76, 0.9266567912620671
727.0, 0.3662, 0.3062, 44.62, 39.62, 313.39, 359.97, 367.95, 317.31, 912.77, 0.9266567912620671
728.0, 0.3668, 0.3068, 44.68, 39.68, 313.38, 359.96, 367.94, 317.3, 912.78, 0.9266567912620671
729.0, 0.3674, 0.3074, 44.74, 39.74, 313.37, 359.95, 367.93, 317.29, 912.79, 0.9266567912620671
730.0, 0.368, 0.308, 44.8, 39.8, 313.36, 359.94, 367.92, 317.28, 912.8, 0.9266567912620671
731.0, 0.3686, 0.3086, 44.86, 39.86, 313.35, 359.93, 367.91, 317.27, 912.81, 0.9266567912620671
732.0, 0.3692, 0.3092, 44.92, 39.92, 313.34, 359.92, 367.9, 317.26, 912.82, 0.9266567912620671
733.0, 0.3698, 0.3098, 44.98, 39.98, 313.33, 359.91, 367.89, 317.25, 912.83, 0.9266567912620671
734.0, 0.3704, 0.3104, 45.04, 40.04, 313.32, 359.9, 367.88, 317.24, 912.84, 0.9266567912620671
735.0, 0.371, 0.311, 45.1, 40.1, 313.31, 359.89, 367.87, 317.23, 912.85, 0.9266567912620671
736.0, 0.3716, 0.3116, 45.16, 40.16, 313.3, 359.88, 367.86, 317.22, 912.86, 0.9266567912620671
737.0, 0.3722, 0.3122, 45.22, 40.22, 313.29, 359.87, 367.85, 317.21, 912.87, 0.9266567912620671
738.0, 0.3728, 0.3128, 45.28, 40.28, 313.28, 359.86, 367.84, 317.2, 912.88, 0.9266567912620671
739.0, 0.3734, 0.3134, 45.34, 40.34, 313.27, 359.85, 367.83, 317.19, 912.89, 0.9266567912620671
740.0, 0.374, 0.314, 45.4, 40.4, 313.26, 359.84, 367.82, 317.18, 912.9, 0.9266567912620671
741.0, 0.3746, 0.3146, 45.46, 40.46, 313.25, 359.83, 367.81, 317.17, 912.91, 0.9266567912620671
742.0, 0.3752, 0.3152, 45.52, 40.52, 313.24, 359.82, 367.8, 317.16, 912.92, 0.9266567912620671
743.0, 0.3758, 0.3158, 45.58, 40.58, 313.23, 359.81, 367.79, 317.15, 912.93, 0.9266567912620671
744.0, 0.3764, 0.3164, 45.64, 40.64, 313.22, 359.8, 367.78, 317.14, 912.94, 0.9266567912620671
745.0, 0.377, 0.317, 45.7, 40.7, 313.21, 359.79, 367.77, 317.13, 912.95, 0.9266567912620671
746.0, 0.3776, 0.3176, 45.76, 40.76, 313.2, 359.78, 367.76, 317.12, 912.96, 0.9266567912620671
747.0, 0.3782, 0.3182, 45.82, 40.82, 313.19, 359.77, 367.75, 317.11, 912.97, 0.9266567912620671
748.0, 0.3788, 0.3188, 45.88, 40.88, 313.18, 359.76, 367.74, 317.1, 912.98, 0.9266567912620671
749.0, 0.3794, 0.3194, 45.94, 40.94, 313.17, 359.75, 367.73, 317.09, 912.99, 0.9266567912620671
750.0, 0.38, 0.32, 46.0, 41.0, 313.16, 359.74, 367.72, 317.08, 913.0, 0.9266567912620671
751.0, 0.3806, 0.3206, 46.06, 41.06, 313.15, 359.73, 367.71, 317.07, 913.01, 0.9266567912620671
752.0, 0.3812, 0.3212, 46.12, 41.12, 313.14, 359.72, 367.7, 317.06, 913.02, 0.9266567912620671
753.0, 0.3818, 0.3218, 46.18, 41.18, 313.13, 359.71, 367.69, 317.05, 913.03, 0.9266567912620671
754.0, 0.3824, 0.3224, 46.24, 41.24, 313.12, 359.7, 367.68, 317.04, 913.04, 0.9266567912620671
755.0, 0.38299999999999995, 0.32299999999999995, 46.3, 41.3, 313.11, 359.69, 367.67, 317.03, 913.05, 0.9266567912620671
756.0, 0.3836, 0.3236, 46.36, 41.36, 313.1, 359.68, 367.66, 317.02, 913.06, 0.9266567912620671
757.0, 0.3842, 0.3242, 46.42, 41.42, 313.09, 359.67, 367.65, 317.01, 913.07, 0.9266567912620671
758.0, 0.3848, 0.3248, 46.48, 41.48, 313.08, 359.66, 367.64, 317.0, 913.08, 0.9266567912620671
759.0, 0.3854, 0.3254, 46.54, 41.54, 313.07, 359.65, 367.63, 316.99, 913.09, 0.9266567912620671
760.0, 0.386, 0.326, 46.6, 41.6, 313.06, 359.64, 367.62, 316.98, 913.1, 0.9266567912620671
761.0, 0.3866, 0.3266, 46.66, 41.66, 313.05, 359.63, 367.61, 316.97, 913.11, 0.9266567912620671
762.0, 0.3872, 0.3272, 46.72, 41.72, 313.04, 359.62, 367.6, 316.96, 913.12, 0.9266567912620671
763.0, 0.3878, 0.3278, 46.78, 41.78, 313.03, 359.61, 367.59, 316.95, 913.13, 0.9266567912620671
764.0, 0.3884, 0.3284, 46.84, 41.84, 313.02, 359.6, 367.58, 316.94, 913.14, 0.9266567912620671
